Name,ID,Zip,County,Address,Latitude,Longitude
1612292,ec325dxu,85147,Pinal County,"2126 Tanner Rd, Sacaton, AZ 85147, USA",33.1512505,-111.8379013
1616770,ec3w3g6b,85147,Pinal County,"2126 Tanner Rd, Sacaton, AZ 85147, USA",33.1512505,-111.8379013
"3500 ASH 40% 1/2"" FLOW",ec3aj2w2,85147,Pinal County,"2126 Tanner Rd, Sacaton, AZ 85147, USA",33.1512505,-111.8379013
3000 psi fly ash flowable LRC,ec3c3h56,85147,Pinal County,"2126 Tanner Rd, Sacaton, AZ 85147, USA",33.1512505,-111.8379013
1622541,ec38yrzd,85147,Pinal County,"2126 Tanner Rd, Sacaton, AZ 85147, USA",33.1512505,-111.8379013
4000psi 0.50 W/C 22% Fly Ash Flowable,ec3gm1aa,85147,Pinal County,"2126 Tanner Rd, Sacaton, AZ 85147, USA",33.1512505,-111.8379013
4500 HVFA .45 W/C FLOW,ec3nf3ew,85147,Pinal County,"2126 Tanner Rd, Sacaton, AZ 85147, USA",33.1512505,-111.8379013
"4000 ASH 40% 1/2"" FLOW",ec3pgazd,85147,Pinal County,"2126 Tanner Rd, Sacaton, AZ 85147, USA",33.1512505,-111.8379013
3000 psi fly ash flowable performance mix,ec3k9s7w,85147,Pinal County,"2126 Tanner Rd, Sacaton, AZ 85147, USA",33.1512505,-111.8379013
4000 psi fly ash flowable performance mix,ec32721f,85147,Pinal County,"2126 Tanner Rd, Sacaton, AZ 85147, USA",33.1512505,-111.8379013
4500 psi 0.45 w/c 25% fly ash,ec3hyx11,85147,Pinal County,"2126 Tanner Rd, Sacaton, AZ 85147, USA",33.1512505,-111.8379013
AUSTIN 3000 PSI CUSTOM FLOOR MIX,ec33mf8e,85147,Pinal County,"2126 Tanner Rd, Sacaton, AZ 85147, USA",33.1512505,-111.8379013
Elite Sports 4000 .45 25% Ash,ec36k6yf,85147,Pinal County,"2126 Tanner Rd, Sacaton, AZ 85147, USA",33.1512505,-111.8379013
MAG A 3000 STANDARD,ec3hz0jq,85147,Pinal County,"2126 Tanner Rd, Sacaton, AZ 85147, USA",33.1512505,-111.8379013
MAG AA 4000 STANDARD,ec3bsbw0,85147,Pinal County,"2126 Tanner Rd, Sacaton, AZ 85147, USA",33.1512505,-111.8379013
1504068,ec3p5bbz,85340,Maricopa County,"6390 N Sarival Ave, Litchfield Park, AZ 85340, USA",33.5275846,-112.4095661
1530903,ec360r7j,85340,Maricopa County,"6390 N Sarival Ave, Litchfield Park, AZ 85340, USA",33.5275846,-112.4095661
1556315,ec3dhkgp,85340,Maricopa County,"6390 N Sarival Ave, Litchfield Park, AZ 85340, USA",33.5275846,-112.4095661
1571501,ec32684f,85340,Maricopa County,"6390 N Sarival Ave, Litchfield Park, AZ 85340, USA",33.5275846,-112.4095661
"3500 ASH 40% 1/2"" FLOW",ec36ka70,85373,Maricopa County,"24004 N 107th Ave, Sun City, AZ 85373, USA",33.7016562,-112.2940243
"5000 PSI FLY ASH FLOWABLE 3/8"" GRAVEL",ec3geka8,85373,Maricopa County,"24004 N 107th Ave, Sun City, AZ 85373, USA",33.7016562,-112.2940243
1548380,ec35h30r,85086,Maricopa County,"Phoenix, AZ 85086, USA",33.8395368,-112.1191757
#8 4000psi AIR ASH SHOTCRETE,ec3enszk,85086,Maricopa County,"Phoenix, AZ 85086, USA",33.8395368,-112.1191757
1332206,ec3kjs8h,85086,Maricopa County,"Phoenix, AZ 85086, USA",33.8395368,-112.1191757
1586812,ec31sx0u,85086,Maricopa County,"Phoenix, AZ 85086, USA",33.8395368,-112.1191757
1555049,ec3cnmc2,85086,Maricopa County,"Phoenix, AZ 85086, USA",33.8395368,-112.1191757
1556313,ec37kz7h,85086,Maricopa County,"Phoenix, AZ 85086, USA",33.8395368,-112.1191757
1621034,ec3utmyj,85086,Maricopa County,"Phoenix, AZ 85086, USA",33.8395368,-112.1191757
1555624,ec3uuhjd,85086,Maricopa County,"Phoenix, AZ 85086, USA",33.8395368,-112.1191757
1621032,ec3xynsq,85086,Maricopa County,"Phoenix, AZ 85086, USA",33.8395368,-112.1191757
1552285,ec38ewh0,85086,Maricopa County,"Phoenix, AZ 85086, USA",33.8395368,-112.1191757
1621087,ec3a812n,85086,Maricopa County,"Phoenix, AZ 85086, USA",33.8395368,-112.1191757
4000psi 0.50 W/C 22% Fly Ash Flowable,ec3d32ba,85086,Maricopa County,"Phoenix, AZ 85086, USA",33.8395368,-112.1191757
1623125,ec322rfa,85086,Maricopa County,"Phoenix, AZ 85086, USA",33.8395368,-112.1191757
1621025,ec3sc13n,85086,Maricopa County,"Phoenix, AZ 85086, USA",33.8395368,-112.1191757
"3000 ASH 40% 1/2"" FLOWABLE",ec36ese0,85086,Maricopa County,"Phoenix, AZ 85086, USA",33.8395368,-112.1191757
4500 HVFA .45 W/C FLOW,ec33a8p1,85086,Maricopa County,"Phoenix, AZ 85086, USA",33.8395368,-112.1191757
5000 psi FLY ASH AIR FLOWABLE,ec3w7wyb,85086,Maricopa County,"Phoenix, AZ 85086, USA",33.8395368,-112.1191757
"3500 ASH 40% 1/2"" FLOW",ec3f1a6e,85086,Maricopa County,"Phoenix, AZ 85086, USA",33.8395368,-112.1191757
3000 psi fly ash flowable performance mix,ec38pyce,85086,Maricopa County,"Phoenix, AZ 85086, USA",33.8395368,-112.1191757
"4000 ASH 40% 1/2"" FLOW",ec373wma,85086,Maricopa County,"Phoenix, AZ 85086, USA",33.8395368,-112.1191757
4000 psi fly ash flowable performance mix,ec3jpbkx,85086,Maricopa County,"Phoenix, AZ 85086, USA",33.8395368,-112.1191757
AUSTIN 3000 PSI CUSTOM FLOOR MIX,ec3wcnmx,85086,Maricopa County,"Phoenix, AZ 85086, USA",33.8395368,-112.1191757
Elite Sports 3000 .55 25% Ash,ec3may81,85086,Maricopa County,"Phoenix, AZ 85086, USA",33.8395368,-112.1191757
"5000 PSI FLY ASH FLOWABLE 3/8"" GRAVEL",ec382t2r,85086,Maricopa County,"Phoenix, AZ 85086, USA",33.8395368,-112.1191757
MAG AA 4000 STANDARD,ec3udu26,85086,Maricopa County,"Phoenix, AZ 85086, USA",33.8395368,-112.1191757
5000psi 0.45 W/C 20% Fly Ash Flowable,ec3z4nd0,85086,Maricopa County,"Phoenix, AZ 85086, USA",33.8395368,-112.1191757
#8 3000psi ASH EXP STD,ec3aqasa,85392,Maricopa County,"11701 W Indian School Rd, Avondale, AZ 85392, USA",33.4919494,-112.311191
1377890,ec3cufsp,85392,Maricopa County,"11701 W Indian School Rd, Avondale, AZ 85392, USA",33.4919494,-112.311191
1547309,ec3u9tua,85392,Maricopa County,"11701 W Indian School Rd, Avondale, AZ 85392, USA",33.4919494,-112.311191
1550237,ec3qsxk0,85392,Maricopa County,"11701 W Indian School Rd, Avondale, AZ 85392, USA",33.4919494,-112.311191
1549323,ec3ydydp,85392,Maricopa County,"11701 W Indian School Rd, Avondale, AZ 85392, USA",33.4919494,-112.311191
1554955,ec3fb7mu,85392,Maricopa County,"11701 W Indian School Rd, Avondale, AZ 85392, USA",33.4919494,-112.311191
1556313,ec3p0zuz,85392,Maricopa County,"11701 W Indian School Rd, Avondale, AZ 85392, USA",33.4919494,-112.311191
1561103,ec39afy6,85392,Maricopa County,"11701 W Indian School Rd, Avondale, AZ 85392, USA",33.4919494,-112.311191
1586812,ec3cnfp6,85392,Maricopa County,"11701 W Indian School Rd, Avondale, AZ 85392, USA",33.4919494,-112.311191
1332544,ec3yr9gh,85392,Maricopa County,"11701 W Indian School Rd, Avondale, AZ 85392, USA",33.4919494,-112.311191
1570159,ec3ga7gj,85392,Maricopa County,"11701 W Indian School Rd, Avondale, AZ 85392, USA",33.4919494,-112.311191
1593435,ec3d2583,85392,Maricopa County,"11701 W Indian School Rd, Avondale, AZ 85392, USA",33.4919494,-112.311191
1588397,ec31etq6,85392,Maricopa County,"11701 W Indian School Rd, Avondale, AZ 85392, USA",33.4919494,-112.311191
1623718,ec3hppbp,85392,Maricopa County,"11701 W Indian School Rd, Avondale, AZ 85392, USA",33.4919494,-112.311191
1600922,ec3sky0h,85392,Maricopa County,"11701 W Indian School Rd, Avondale, AZ 85392, USA",33.4919494,-112.311191
1619475,ec31cj9m,85392,Maricopa County,"11701 W Indian School Rd, Avondale, AZ 85392, USA",33.4919494,-112.311191
4000psi 0.50 W/C 22% Fly Ash Flowable,ec33279z,85392,Maricopa County,"11701 W Indian School Rd, Avondale, AZ 85392, USA",33.4919494,-112.311191
"3000 ASH 40% 1/2"" FLOWABLE",ec30hg11,85392,Maricopa County,"11701 W Indian School Rd, Avondale, AZ 85392, USA",33.4919494,-112.311191
1618471,ec32m1kb,85392,Maricopa County,"11701 W Indian School Rd, Avondale, AZ 85392, USA",33.4919494,-112.311191
"4000 ASH 40% 1/2"" FLOW",ec3w9c8k,85392,Maricopa County,"11701 W Indian School Rd, Avondale, AZ 85392, USA",33.4919494,-112.311191
Elite Sports 4000 .45 25% Ash,ec3ft0hx,85392,Maricopa County,"11701 W Indian School Rd, Avondale, AZ 85392, USA",33.4919494,-112.311191
5000 psi FLY ASH AIR FLOWABLE,ec36y9tz,85392,Maricopa County,"11701 W Indian School Rd, Avondale, AZ 85392, USA",33.4919494,-112.311191
MAG AA 4000 ASH FLOWABLE,ec3u9w18,85392,Maricopa County,"11701 W Indian School Rd, Avondale, AZ 85392, USA",33.4919494,-112.311191
AUSTIN 3000 PSI CUSTOM FLOOR MIX,ec3wbfrh,85392,Maricopa County,"11701 W Indian School Rd, Avondale, AZ 85392, USA",33.4919494,-112.311191
MAG A 3000 STANDARD,ec3any20,85392,Maricopa County,"11701 W Indian School Rd, Avondale, AZ 85392, USA",33.4919494,-112.311191
1332301,ec3e0x4n,85024,Maricopa County,"23210 N 7th St, Phoenix, AZ 85024, USA",33.6943411,-112.0655012
1332544,ec3wwxt3,85024,Maricopa County,"23210 N 7th St, Phoenix, AZ 85024, USA",33.6943411,-112.0655012
1377890,ec3cxdwm,85024,Maricopa County,"23210 N 7th St, Phoenix, AZ 85024, USA",33.6943411,-112.0655012
1393884,ec3t6xzw,85024,Maricopa County,"23210 N 7th St, Phoenix, AZ 85024, USA",33.6943411,-112.0655012
1530902,ec37gasj,85024,Maricopa County,"23210 N 7th St, Phoenix, AZ 85024, USA",33.6943411,-112.0655012
1532612,ec3ds31m,85024,Maricopa County,"23210 N 7th St, Phoenix, AZ 85024, USA",33.6943411,-112.0655012
1550237,ec35n8pz,85024,Maricopa County,"23210 N 7th St, Phoenix, AZ 85024, USA",33.6943411,-112.0655012
1555049,ec3tkp55,85024,Maricopa County,"23210 N 7th St, Phoenix, AZ 85024, USA",33.6943411,-112.0655012
1547309,ec3bc76r,85024,Maricopa County,"23210 N 7th St, Phoenix, AZ 85024, USA",33.6943411,-112.0655012
1555658,ec3w7rt5,85024,Maricopa County,"23210 N 7th St, Phoenix, AZ 85024, USA",33.6943411,-112.0655012
1556313,ec3ppaxe,85024,Maricopa County,"23210 N 7th St, Phoenix, AZ 85024, USA",33.6943411,-112.0655012
1569681,ec37r4r9,85024,Maricopa County,"23210 N 7th St, Phoenix, AZ 85024, USA",33.6943411,-112.0655012
1570159,ec3hmwfz,85024,Maricopa County,"23210 N 7th St, Phoenix, AZ 85024, USA",33.6943411,-112.0655012
1571501,ec3ejwc9,85024,Maricopa County,"23210 N 7th St, Phoenix, AZ 85024, USA",33.6943411,-112.0655012
1580433,ec365ycg,85024,Maricopa County,"23210 N 7th St, Phoenix, AZ 85024, USA",33.6943411,-112.0655012
1599728,ec38js5d,85024,Maricopa County,"23210 N 7th St, Phoenix, AZ 85024, USA",33.6943411,-112.0655012
1600922,ec30syun,85024,Maricopa County,"23210 N 7th St, Phoenix, AZ 85024, USA",33.6943411,-112.0655012
1586812,ec3x2n4w,85024,Maricopa County,"23210 N 7th St, Phoenix, AZ 85024, USA",33.6943411,-112.0655012
1600937,ec3tym5u,85024,Maricopa County,"23210 N 7th St, Phoenix, AZ 85024, USA",33.6943411,-112.0655012
1603454,ec3f8rex,85024,Maricopa County,"23210 N 7th St, Phoenix, AZ 85024, USA",33.6943411,-112.0655012
1611438,ec3nsw6t,85024,Maricopa County,"23210 N 7th St, Phoenix, AZ 85024, USA",33.6943411,-112.0655012
1614674,ec35c4n8,85024,Maricopa County,"23210 N 7th St, Phoenix, AZ 85024, USA",33.6943411,-112.0655012
1618460,ec3un97f,85024,Maricopa County,"23210 N 7th St, Phoenix, AZ 85024, USA",33.6943411,-112.0655012
1618471,ec3c2h5y,85024,Maricopa County,"23210 N 7th St, Phoenix, AZ 85024, USA",33.6943411,-112.0655012
1530902,ec3td71z,85086,Maricopa County,"Phoenix, AZ 85086, USA",33.8395368,-112.1191757
1547309,ec3w5hjk,85086,Maricopa County,"Phoenix, AZ 85086, USA",33.8395368,-112.1191757
1552285,ec3p0p3b,85086,Maricopa County,"Phoenix, AZ 85086, USA",33.8395368,-112.1191757
1555624,ec3711t7,85086,Maricopa County,"Phoenix, AZ 85086, USA",33.8395368,-112.1191757
1548380,ec3nc3bw,85086,Maricopa County,"Phoenix, AZ 85086, USA",33.8395368,-112.1191757
1586812,ec305ube,85086,Maricopa County,"Phoenix, AZ 85086, USA",33.8395368,-112.1191757
1621048,ec3mhcen,85086,Maricopa County,"Phoenix, AZ 85086, USA",33.8395368,-112.1191757
1621087,ec316yk8,85086,Maricopa County,"Phoenix, AZ 85086, USA",33.8395368,-112.1191757
1623125,ec34j185,85086,Maricopa County,"Phoenix, AZ 85086, USA",33.8395368,-112.1191757
1622820,ec3qktsw,85086,Maricopa County,"Phoenix, AZ 85086, USA",33.8395368,-112.1191757
1418965,ec3f0cqa,85024,Maricopa County,"23210 N 7th St, Phoenix, AZ 85024, USA",33.6943411,-112.0655012
1586812,ec3p7eqp,85009,Maricopa County,"3640 S 19th Ave, Phoenix, AZ 85009, USA",33.4128263,-112.1001269
1555050,ec3424eg,85024,Maricopa County,"23210 N 7th St, Phoenix, AZ 85024, USA",33.6943411,-112.0655012
1176858,ec36s44c,85009,Maricopa County,"3640 S 19th Ave, Phoenix, AZ 85009, USA",33.4128263,-112.1001269
1504068,ec3ha6mn,85009,Maricopa County,"3640 S 19th Ave, Phoenix, AZ 85009, USA",33.4128263,-112.1001269
1547309,ec3ny5hc,85009,Maricopa County,"3640 S 19th Ave, Phoenix, AZ 85009, USA",33.4128263,-112.1001269
1549323,ec31smb5,85009,Maricopa County,"3640 S 19th Ave, Phoenix, AZ 85009, USA",33.4128263,-112.1001269
1552285,ec35ty9k,85009,Maricopa County,"3640 S 19th Ave, Phoenix, AZ 85009, USA",33.4128263,-112.1001269
1550237,ec3q43mh,85009,Maricopa County,"3640 S 19th Ave, Phoenix, AZ 85009, USA",33.4128263,-112.1001269
1555049,ec3sbf71,85009,Maricopa County,"3640 S 19th Ave, Phoenix, AZ 85009, USA",33.4128263,-112.1001269
1555657,ec3f650h,85009,Maricopa County,"3640 S 19th Ave, Phoenix, AZ 85009, USA",33.4128263,-112.1001269
1555050,ec3d3yww,85009,Maricopa County,"3640 S 19th Ave, Phoenix, AZ 85009, USA",33.4128263,-112.1001269
1555658,ec3x25tp,85009,Maricopa County,"3640 S 19th Ave, Phoenix, AZ 85009, USA",33.4128263,-112.1001269
1570159,ec3pmuqq,85009,Maricopa County,"3640 S 19th Ave, Phoenix, AZ 85009, USA",33.4128263,-112.1001269
1571501,ec3d21nk,85009,Maricopa County,"3640 S 19th Ave, Phoenix, AZ 85009, USA",33.4128263,-112.1001269
1578284,ec3z27jx,85009,Maricopa County,"3640 S 19th Ave, Phoenix, AZ 85009, USA",33.4128263,-112.1001269
1581807,ec3c7acb,85009,Maricopa County,"3640 S 19th Ave, Phoenix, AZ 85009, USA",33.4128263,-112.1001269
1580433,ec3k077t,85009,Maricopa County,"3640 S 19th Ave, Phoenix, AZ 85009, USA",33.4128263,-112.1001269
1584102,ec35w3gj,85009,Maricopa County,"3640 S 19th Ave, Phoenix, AZ 85009, USA",33.4128263,-112.1001269
1588397,ec3bx54u,85009,Maricopa County,"3640 S 19th Ave, Phoenix, AZ 85009, USA",33.4128263,-112.1001269
1595548,ec34rw3x,85009,Maricopa County,"3640 S 19th Ave, Phoenix, AZ 85009, USA",33.4128263,-112.1001269
1594266,ec3r859a,85009,Maricopa County,"3640 S 19th Ave, Phoenix, AZ 85009, USA",33.4128263,-112.1001269
1599728,ec3kd5qn,85009,Maricopa County,"3640 S 19th Ave, Phoenix, AZ 85009, USA",33.4128263,-112.1001269
1599917,ec3zzjw9,85009,Maricopa County,"3640 S 19th Ave, Phoenix, AZ 85009, USA",33.4128263,-112.1001269
1600922,ec34y8ks,85009,Maricopa County,"3640 S 19th Ave, Phoenix, AZ 85009, USA",33.4128263,-112.1001269
1603166,ec3tmmkj,85009,Maricopa County,"3640 S 19th Ave, Phoenix, AZ 85009, USA",33.4128263,-112.1001269
1610726,ec3mqk4e,85009,Maricopa County,"3640 S 19th Ave, Phoenix, AZ 85009, USA",33.4128263,-112.1001269
1603454,ec32pxkh,85009,Maricopa County,"3640 S 19th Ave, Phoenix, AZ 85009, USA",33.4128263,-112.1001269
1611438,ec3p1x3b,85009,Maricopa County,"3640 S 19th Ave, Phoenix, AZ 85009, USA",33.4128263,-112.1001269
1612785,ec34fzb3,85009,Maricopa County,"3640 S 19th Ave, Phoenix, AZ 85009, USA",33.4128263,-112.1001269
1618460,ec3p9nu9,85009,Maricopa County,"3640 S 19th Ave, Phoenix, AZ 85009, USA",33.4128263,-112.1001269
1552285,ec38zk7h,85024,Maricopa County,"23210 N 7th St, Phoenix, AZ 85024, USA",33.6943411,-112.0655012
1584102,ec319pfd,85024,Maricopa County,"23210 N 7th St, Phoenix, AZ 85024, USA",33.6943411,-112.0655012
1608296,ec34y5rd,85024,Maricopa County,"23210 N 7th St, Phoenix, AZ 85024, USA",33.6943411,-112.0655012
1547309,ec3du7mq,85326,Maricopa County,"22625 W Beloat Rd, Buckeye, AZ 85326, USA",33.3627124,-112.5377072
1555049,ec3n2852,85326,Maricopa County,"22625 W Beloat Rd, Buckeye, AZ 85326, USA",33.3627124,-112.5377072
1332544,ec3pwgj2,85326,Maricopa County,"22625 W Beloat Rd, Buckeye, AZ 85326, USA",33.3627124,-112.5377072
1555657,ec3aue1n,85326,Maricopa County,"22625 W Beloat Rd, Buckeye, AZ 85326, USA",33.3627124,-112.5377072
1556313,ec32m610,85326,Maricopa County,"22625 W Beloat Rd, Buckeye, AZ 85326, USA",33.3627124,-112.5377072
1555050,ec3sqtst,85326,Maricopa County,"22625 W Beloat Rd, Buckeye, AZ 85326, USA",33.3627124,-112.5377072
1580433,ec3zgbm2,85326,Maricopa County,"22625 W Beloat Rd, Buckeye, AZ 85326, USA",33.3627124,-112.5377072
1571501,ec3he4me,85326,Maricopa County,"22625 W Beloat Rd, Buckeye, AZ 85326, USA",33.3627124,-112.5377072
1614383,ec3g0uen,85326,Maricopa County,"22625 W Beloat Rd, Buckeye, AZ 85326, USA",33.3627124,-112.5377072
1176858,ec3s9wm0,85215,Maricopa County,"3666 N Higley Rd, Mesa, AZ 85215, USA",33.4827127,-111.7187385
1618471,ec3637t3,85326,Maricopa County,"22625 W Beloat Rd, Buckeye, AZ 85326, USA",33.3627124,-112.5377072
1332544,ec3k1tqr,85215,Maricopa County,"3666 N Higley Rd, Mesa, AZ 85215, USA",33.4827127,-111.7187385
1396194,ec372wjr,85215,Maricopa County,"3666 N Higley Rd, Mesa, AZ 85215, USA",33.4827127,-111.7187385
1377890,ec32x26z,85215,Maricopa County,"3666 N Higley Rd, Mesa, AZ 85215, USA",33.4827127,-111.7187385
1530902,ec3uek87,85215,Maricopa County,"3666 N Higley Rd, Mesa, AZ 85215, USA",33.4827127,-111.7187385
1547309,ec322sjs,85215,Maricopa County,"3666 N Higley Rd, Mesa, AZ 85215, USA",33.4827127,-111.7187385
1552285,ec3r1yz4,85215,Maricopa County,"3666 N Higley Rd, Mesa, AZ 85215, USA",33.4827127,-111.7187385
1550237,ec3xn9h1,85215,Maricopa County,"3666 N Higley Rd, Mesa, AZ 85215, USA",33.4827127,-111.7187385
1554955,ec30k67y,85215,Maricopa County,"3666 N Higley Rd, Mesa, AZ 85215, USA",33.4827127,-111.7187385
1555050,ec3jhxtp,85215,Maricopa County,"3666 N Higley Rd, Mesa, AZ 85215, USA",33.4827127,-111.7187385
1555049,ec3xas6y,85215,Maricopa County,"3666 N Higley Rd, Mesa, AZ 85215, USA",33.4827127,-111.7187385
1555657,ec3u2549,85215,Maricopa County,"3666 N Higley Rd, Mesa, AZ 85215, USA",33.4827127,-111.7187385
1556313,ec3jfr45,85215,Maricopa County,"3666 N Higley Rd, Mesa, AZ 85215, USA",33.4827127,-111.7187385
1564647,ec3kdf5x,85215,Maricopa County,"3666 N Higley Rd, Mesa, AZ 85215, USA",33.4827127,-111.7187385
1571501,ec329uy4,85215,Maricopa County,"3666 N Higley Rd, Mesa, AZ 85215, USA",33.4827127,-111.7187385
1581809,ec3f29ar,85215,Maricopa County,"3666 N Higley Rd, Mesa, AZ 85215, USA",33.4827127,-111.7187385
1584102,ec3m1hue,85215,Maricopa County,"3666 N Higley Rd, Mesa, AZ 85215, USA",33.4827127,-111.7187385
1581807,ec3nskmc,85215,Maricopa County,"3666 N Higley Rd, Mesa, AZ 85215, USA",33.4827127,-111.7187385
1600922,ec3w8fh2,85215,Maricopa County,"3666 N Higley Rd, Mesa, AZ 85215, USA",33.4827127,-111.7187385
1586812,ec3caaqs,85215,Maricopa County,"3666 N Higley Rd, Mesa, AZ 85215, USA",33.4827127,-111.7187385
1332544,ec3p2140,85138,Pinal County,"23441 N Maricopa Rd, Maricopa, AZ 85138, USA",33.0748079,-112.0428304
1377890,ec3epjdz,85138,Pinal County,"23441 N Maricopa Rd, Maricopa, AZ 85138, USA",33.0748079,-112.0428304
1618460,ec3666j4,85215,Maricopa County,"3666 N Higley Rd, Mesa, AZ 85215, USA",33.4827127,-111.7187385
1530902,ec318ssz,85138,Pinal County,"23441 N Maricopa Rd, Maricopa, AZ 85138, USA",33.0748079,-112.0428304
1547309,ec30c45x,85138,Pinal County,"23441 N Maricopa Rd, Maricopa, AZ 85138, USA",33.0748079,-112.0428304
1552285,ec3xtwbz,85138,Pinal County,"23441 N Maricopa Rd, Maricopa, AZ 85138, USA",33.0748079,-112.0428304
1555049,ec3agqwu,85138,Pinal County,"23441 N Maricopa Rd, Maricopa, AZ 85138, USA",33.0748079,-112.0428304
1555050,ec377xt4,85138,Pinal County,"23441 N Maricopa Rd, Maricopa, AZ 85138, USA",33.0748079,-112.0428304
1555657,ec3ewymm,85138,Pinal County,"23441 N Maricopa Rd, Maricopa, AZ 85138, USA",33.0748079,-112.0428304
1555658,ec37uqt1,85138,Pinal County,"23441 N Maricopa Rd, Maricopa, AZ 85138, USA",33.0748079,-112.0428304
1555656,ec3dbfjg,85138,Pinal County,"23441 N Maricopa Rd, Maricopa, AZ 85138, USA",33.0748079,-112.0428304
1556313,ec3t5ywn,85138,Pinal County,"23441 N Maricopa Rd, Maricopa, AZ 85138, USA",33.0748079,-112.0428304
1581372,ec37dwjj,85138,Pinal County,"23441 N Maricopa Rd, Maricopa, AZ 85138, USA",33.0748079,-112.0428304
1594155,ec3np3qy,85138,Pinal County,"23441 N Maricopa Rd, Maricopa, AZ 85138, USA",33.0748079,-112.0428304
1594266,ec3hx30j,85138,Pinal County,"23441 N Maricopa Rd, Maricopa, AZ 85138, USA",33.0748079,-112.0428304
1599917,ec3zpkm6,85138,Pinal County,"23441 N Maricopa Rd, Maricopa, AZ 85138, USA",33.0748079,-112.0428304
1588397,ec3gchyt,85138,Pinal County,"23441 N Maricopa Rd, Maricopa, AZ 85138, USA",33.0748079,-112.0428304
1600922,ec3q9jf4,85138,Pinal County,"23441 N Maricopa Rd, Maricopa, AZ 85138, USA",33.0748079,-112.0428304
1621025,ec3txg0e,85086,Maricopa County,"Phoenix, AZ 85086, USA",33.8395368,-112.1191757
1611438,ec3b4wug,85138,Pinal County,"23441 N Maricopa Rd, Maricopa, AZ 85138, USA",33.0748079,-112.0428304
1332544,ec3mx4cu,85009,Maricopa County,"3640 S 19th Ave, Phoenix, AZ 85009, USA",33.4128263,-112.1001269
1530902,ec31k78y,85009,Maricopa County,"3640 S 19th Ave, Phoenix, AZ 85009, USA",33.4128263,-112.1001269
1586812,ec3s6a7s,85138,Pinal County,"23441 N Maricopa Rd, Maricopa, AZ 85138, USA",33.0748079,-112.0428304
1610726,ec379kk7,85138,Pinal County,"23441 N Maricopa Rd, Maricopa, AZ 85138, USA",33.0748079,-112.0428304
1556313,ec3w6mqx,85009,Maricopa County,"3640 S 19th Ave, Phoenix, AZ 85009, USA",33.4128263,-112.1001269
1618460,ec3hzn1p,85138,Pinal County,"23441 N Maricopa Rd, Maricopa, AZ 85138, USA",33.0748079,-112.0428304
1571501,ec310uyn,85138,Pinal County,"23441 N Maricopa Rd, Maricopa, AZ 85138, USA",33.0748079,-112.0428304
1578284,ec3na4y1,85138,Pinal County,"23441 N Maricopa Rd, Maricopa, AZ 85138, USA",33.0748079,-112.0428304
1600390,ec3mwqkx,85138,Pinal County,"23441 N Maricopa Rd, Maricopa, AZ 85138, USA",33.0748079,-112.0428304
1602069,ec3hkpft,85138,Pinal County,"23441 N Maricopa Rd, Maricopa, AZ 85138, USA",33.0748079,-112.0428304
HES1006 Series Electric Strike,ec3buzc9,,,"AZ, United States",34.2930793762207,-111.6646957397461
Securitron M32 Magnalock,ec3c6zgx,,,"AZ, United States",34.2930793762207,-111.6646957397461
FUNCTIONAL UNIT OF AQD6 Series Power Supplies,ec3yfxff,,,"AZ, United States",34.2930793762207,-111.6646957397461
P80T07F1,wapur8xd,85041,Maricopa County,"4830 S 43rd Ave, Phoenix, AZ 85041, USA",33.4023125,-112.1514375
1570159,ec3symm0,85326,Maricopa County,"22625 W Beloat Rd, Buckeye, AZ 85326, USA",33.3627124,-112.5377072
1620919,ec3drjb1,85326,Maricopa County,"22625 W Beloat Rd, Buckeye, AZ 85326, USA",33.3627124,-112.5377072
Fabricated Steel Roof and Floor Deck,ec3d9mwe,85019,Maricopa,"4340 North 42nd Avenue, Phoenix, AZ 85019",33.5,-112.14959
P50157F1,ec35z3yh,85041,Maricopa County,"F7MG+CJ, Mesa, AZ, USA",33.4835625,-111.7234375
P55157F1,ec3hzf9h,85041,Maricopa County,"F7MG+CJ, Mesa, AZ, USA",33.4835625,-111.7234375
P80207F1,ec39xw6s,85041,Maricopa County,"F7MG+CJ, Mesa, AZ, USA",33.4835625,-111.7234375
S21-2-16W,ec3qstjy,85326,Maricopa County,"16402 S Tuthill Rd, Buckeye, AZ 85326, USA",33.2974223,-112.4876001
P202G476,ec32ya89,85041,Maricopa County,"F7MG+CJ, Mesa, AZ, USA",33.4835625,-111.7234375
P201G476,ec340e9b,85041,Maricopa County,"F7MG+CJ, Mesa, AZ, USA",33.4835625,-111.7234375
A20N57F1,ec3bp1c4,,Maricopa County,"F7MG+CJ Mesa, AZ, USA",33.4835625,-111.7234375
A45N57F1,ec3sxnz3,,Maricopa County,"F7MG+CJ Mesa, AZ, USA",33.4835625,-111.7234375
A30N57F1,ec3fp9hk,,Maricopa County,"F7MG+CJ Mesa, AZ, USA",33.4835625,-111.7234375
145804,ec3f1apw,85756,Pima County,"9301 S Swan Rd, Tucson, AZ 85756, USA",32.082402,-110.8885642
P40257F9,ec3mqsfx,,Maricopa County,"F7MG+CJ Mesa, AZ, USA",33.4835625,-111.7234375
1594886,ec3cnb1g,85009,Maricopa County,"3640 S 19th Ave, Phoenix, AZ 85009, USA",33.4128263,-112.1001269
1332533,ec37z77f,85009,Maricopa County,"3640 S 19th Ave, Phoenix, AZ 85009, USA",33.4128263,-112.1001269
