ID,name,gwp,declared_unit,category
ec36tm2g,Mix G-Mix Diamond,246 kgCO2e,1 m3,Concrete_Unit_Masonry
ec3ydg2z,Mix G-Mix Diamond Pro,277 kgCO2e,1 m3,Concrete_Unit_Masonry
ec38bmr5,Mix G-Mix Duragreen,352 kgCO2e,1 m3,Concrete_Unit_Masonry
ec36sccr,Mix G-Mix LTW 100% CMU,451 kgCO2e,1 m3,Concrete_Unit_Masonry
ec3uqsfe,Mix G-Mix LTW CMU,312 kgCO2e,1 m3,Concrete_Unit_Masonry
ec3fnq7p,Mix G-Mix MW CMU,142 kgCO2e,1 m3,Concrete_Unit_Masonry
ec33bb64,Mix G-Mix NW 2HR CMU,156 kgCO2e,1 m3,Concrete_Unit_Masonry
ec3e51n0,Mix G-Mix NW Ground Face,156 kgCO2e,1 m3,Concrete_Unit_Masonry
ec3yutkm,Mix G-Mix NW Polished,156 kgCO2e,1 m3,Concrete_Unit_Masonry
ec3cub14,Mix G-Mix NW STD CMU,129 kgCO2e,1 m3,Concrete_Unit_Masonry
ec38acbm,Mix G-Mix NW Smooth Face,147 kgCO2e,1 m3,Concrete_Unit_Masonry
ec30te20,Mix G-Mix NW Split Face,147 kgCO2e,1 m3,Concrete_Unit_Masonry
ec31g6jc,Mix G-Mix Pumice MW CMU,187 kgCO2e,1 m3,Concrete_Unit_Masonry
ec31k82m,Mix G-Mix White NW CMU,216 kgCO2e,1 m3,Concrete_Unit_Masonry
ec3q7cps,Mix GS,399 kgCO2e,1 m3,Concrete_Unit_Masonry
ec35dhtj,Mix JNB,394 kgCO2e,1 m3,Concrete_Unit_Masonry
ec36eay9,Mix JNB,391 kgCO2e,1 m3,Concrete_Unit_Masonry
ec3urymh,Mix LW,523 kgCO2e,1 m3,Concrete_Unit_Masonry
ec3exu1q,Mix LW-HS,594 kgCO2e,1 m3,Concrete_Unit_Masonry
ec3176r7,Mix Lightweight CMU,471 kgCO2e,1 m3,Concrete_Unit_Masonry
ec31ajra,Mix MW,371 kgCO2e,1 m3,Concrete_Unit_Masonry
ec3c1eqw,Mix MW,367 kgCO2e,1 m3,Concrete_Unit_Masonry
ec3xxa1w,Mix MW,464 kgCO2e,1 m3,Concrete_Unit_Masonry
ec3uk6mk,Mix MW-HS,518 kgCO2e,1 m3,Concrete_Unit_Masonry
ec3p7c3r,Mix MW-HS,429 kgCO2e,1 m3,Concrete_Unit_Masonry
ec3qwgj2,Mix MW-HS,415 kgCO2e,1 m3,Concrete_Unit_Masonry
ec32ettx,Mix MW-HS,411 kgCO2e,1 m3,Concrete_Unit_Masonry
ec3f8aye,Mix MW-P,346 kgCO2e,1 m3,Concrete_Unit_Masonry
ec3npxh4,Mix MW-RC,451 kgCO2e,1 m3,Concrete_Unit_Masonry
ec3g88fc,Mix MW-RC,365 kgCO2e,1 m3,Concrete_Unit_Masonry
ec3sxhz1,Mix MW-RC,359 kgCO2e,1 m3,Concrete_Unit_Masonry
ec3rfhzq,Mix MW-W,343 kgCO2e,1 m3,Concrete_Unit_Masonry
ec3ft0a8,Mix NW,292 kgCO2e,1 m3,Concrete_Unit_Masonry
ec392x1n,Mix NW,421 kgCO2e,1 m3,Concrete_Unit_Masonry
ec3abps5,Mix NW,319 kgCO2e,1 m3,Concrete_Unit_Masonry
ec3qwcje,Mix NW,329 kgCO2e,1 m3,Concrete_Unit_Masonry
ec3jm3sb,Mix NW-HS,378 kgCO2e,1 m3,Concrete_Unit_Masonry
ec36qc2t,Mix NW-HS,382 kgCO2e,1 m3,Concrete_Unit_Masonry
ec3nw5ea,Mix NW-HS,406 kgCO2e,1 m3,Concrete_Unit_Masonry
ec32w3gh,Mix SRW,351 kgCO2e,1 m3,Concrete_Unit_Masonry
ec3sm4jh,Mix Slump,409 kgCO2e,1 m3,Concrete_Unit_Masonry
ec37rehu,Mix Slump,404 kgCO2e,1 m3,Concrete_Unit_Masonry
ec3xwryy,Mix Slump,487 kgCO2e,1 m3,Concrete_Unit_Masonry
ec3qgpbj,Mix Slump,436 kgCO2e,1 m3,Concrete_Unit_Masonry
ec3z93rf,Mix White NW CMU,301 kgCO2e,1 m3,Concrete_Unit_Masonry
ec3ks2jp,Normal Weight CMU,211.1304744 kgCO2e,1 m^3,Concrete_Unit_Masonry
ec368k90,Normal Weight Concrete Masonry Units,186 kgCO2e,1 m3,Concrete_Unit_Masonry
ec3kmd86,Normal Weight Concrete Masonry Units,177 kgCO2e,1 m3,Concrete_Unit_Masonry
ec319pzj,Normal Weight Concrete Masonry Units,185 kgCO2e,1 m3,Concrete_Unit_Masonry
ec3zcd5z,Normal Weight Concrete Masonry Units,176 kgCO2e,1 m3,Concrete_Unit_Masonry
ec3j09yd,Normal Weight Concrete Masonry Units,200 kgCO2e,1 m3,Concrete_Unit_Masonry
ec3yz5ny,Normal Weight Concrete Masonry Units,168 kgCO2e,1 m3,Concrete_Unit_Masonry
ec3n01p2,Normal Weight LEED 2000 PSI,478 kgCO2e,1 m3,Concrete_Unit_Masonry
ec347kjq,Normal Weight LEED 2800 PSI,505 kgCO2e,1 m3,Concrete_Unit_Masonry
ec38qmtr,Normal Weight LEED 3750 PSI,547 kgCO2e,1 m3,Concrete_Unit_Masonry
ec33qsg2,Standard Lightweight 2000PSI,597 kgCO2e,1 m3,Concrete_Unit_Masonry
ec3rkgdd,Standard Medium Weight 2000PSI,507 kgCO2e,1 m3,Concrete_Unit_Masonry
ec3ynk6s,Standard Normal Weight 2000 PSI,497 kgCO2e,1 m3,Concrete_Unit_Masonry
