ID,name,gwp,declared_unit,category
ec34dgk1,"Orion™ 75 5/8""",468 kgCO2e,1000 sf,Acoustical_Ceilings
ec3k6c1d,"Orion™ 85 5/8""",465 kgCO2e,1000 sf,Acoustical_Ceilings
