ID,name,gwp,declared_unit,category
ec37wg6d,ASC Steel Deck,2800 kgCO2e,1000 kg,Composite_and_Form_Decks
ec3d9mwe,Fabricated Steel Roof and Floor Deck,1794.5 kgCO2e,1 t,Composite_and_Form_Decks
ec3g1b0r,Fabricated steel roof and floor deck,1990 kgCO2e,1 t,Composite_and_Form_Decks
ec3z1x47,Fabricated steel roof and floor deck,2170 kgCO2e,1 t,Composite_and_Form_Decks
ec35jn9r,Verco Fabricated Steel and Floor Deck from BOF coil,2229.29 kgCO2e,1 t,Composite_and_Form_Decks
ec3sehw3,Verco Fabricated Steel and Floor Deck from EAF coil,1792.47 kgCO2e,1 t,Composite_and_Form_Decks
