Name,ID,Zip,County,Address,Latitude,Longitude
PVC-coated conduit Heavy products LRELL2X24SA-G,ec3xshbc,72401,Craighead County,"W Highland Dr, Jonesboro, AR 72401, USA",35.8207297,-90.7135551
PVC-coated conduit Heavy products ELL445SA-G,ec398na8,72401,Craighead County,"W Highland Dr, Jonesboro, AR 72401, USA",35.8207297,-90.7135551
"Insulated Metal Roof Deck Panels - RD1 2"", 22 / 26 ga Polyvinyl Chloride Roof membrane",cqd3d1ks,,,,,
PVC-coated conduit Heavy products LRELL3X18SA-G,ec3g54er,72401,Craighead County,"W Highland Dr, Jonesboro, AR 72401, USA",35.8207297,-90.7135551
PVC-coated conduit Heavy products LRELL2X36SA-G,ec3jexpd,72401,Craighead County,"W Highland Dr, Jonesboro, AR 72401, USA",35.8207297,-90.7135551
PVC-coated conduit Heavy products LRELL4X18SA-G,ec31kn4t,72401,Craighead County,"W Highland Dr, Jonesboro, AR 72401, USA",35.8207297,-90.7135551
PVC-coated conduit light products ELL3/4SA-G,ec3rstm7,72401,Craighead County,"W Highland Dr, Jonesboro, AR 72401, USA",35.8207297,-90.7135551
PVC-coated conduit Heavy products COND1/2SA-G,ec3ttb8w,72401,Craighead County,"W Highland Dr, Jonesboro, AR 72401, USA",35.8207297,-90.7135551
PVC-coated conduit Heavy products COND11/4SA-G,ec33epbu,72401,Craighead County,"W Highland Dr, Jonesboro, AR 72401, USA",35.8207297,-90.7135551
PVC-coated conduit Heavy products COND4SA-G,ec30023s,72401,Craighead County,"W Highland Dr, Jonesboro, AR 72401, USA",35.8207297,-90.7135551
PVC-coated conduit Heavy products LRELL3X24SA-G,ec3npttb,72401,Craighead County,"W Highland Dr, Jonesboro, AR 72401, USA",35.8207297,-90.7135551
PVC-coated conduit Heavy products COND6SA-G,ec3dz9wb,72401,Craighead County,"W Highland Dr, Jonesboro, AR 72401, USA",35.8207297,-90.7135551
PVC-coated conduit Heavy products LRELL4X36SA-G,ec3r6ybk,72401,Craighead County,"W Highland Dr, Jonesboro, AR 72401, USA",35.8207297,-90.7135551
PVC-coated conduit Heavy products ELL21/2SA-G,ec3hgrcs,72401,Craighead County,"W Highland Dr, Jonesboro, AR 72401, USA",35.8207297,-90.7135551
PVC-coated conduit Heavy products LRELL11/4X36SA-G,ec30p6y7,72401,Craighead County,"W Highland Dr, Jonesboro, AR 72401, USA",35.8207297,-90.7135551
PVC-coated conduit Heavy products ELL4SA-G,ec3gytsz,72401,Craighead County,"W Highland Dr, Jonesboro, AR 72401, USA",35.8207297,-90.7135551
PVC-coated conduit Heavy products ELL5SA-G,ec3mth3p,72401,Craighead County,"W Highland Dr, Jonesboro, AR 72401, USA",35.8207297,-90.7135551
PVC-coated conduit Heavy products COND5SA-G,ec387060,72401,Craighead County,"W Highland Dr, Jonesboro, AR 72401, USA",35.8207297,-90.7135551
PVC-coated conduit Heavy products COND31/2SA-G,ec31sw4s,72401,Craighead County,"W Highland Dr, Jonesboro, AR 72401, USA",35.8207297,-90.7135551
PVC-coated conduit light products LRELL3/4X24SA-G,ec364qb5,72401,Craighead County,"W Highland Dr, Jonesboro, AR 72401, USA",35.8207297,-90.7135551
PVC-coated conduit Heavy products ELL31/2SA-G,ec367y6e,72401,Craighead County,"W Highland Dr, Jonesboro, AR 72401, USA",35.8207297,-90.7135551
PVC-coated conduit Heavy products LRELL1X24SA-G,ec3az2f7,72401,Craighead County,"W Highland Dr, Jonesboro, AR 72401, USA",35.8207297,-90.7135551
PVC-coated conduit light products CLNPL3/4SA-G,ec332a6q,72401,Craighead County,"W Highland Dr, Jonesboro, AR 72401, USA",35.8207297,-90.7135551
PVC-coated conduit Heavy products LRELL1X36SA-G,ec31qhw7,72401,Craighead County,"W Highland Dr, Jonesboro, AR 72401, USA",35.8207297,-90.7135551
PVC-coated conduit light products ELL11/4SA-G,ec30dq6r,72401,Craighead County,"W Highland Dr, Jonesboro, AR 72401, USA",35.8207297,-90.7135551
PVC-coated conduit Heavy products ELL6SA-G,ec3ym675,72401,Craighead County,"W Highland Dr, Jonesboro, AR 72401, USA",35.8207297,-90.7135551
PVC-coated conduit Heavy products ELL330SA-G,ec3nf4bu,72401,Craighead County,"W Highland Dr, Jonesboro, AR 72401, USA",35.8207297,-90.7135551
PVC-coated conduit Heavy products LRELL21/2X36SA-G,ec3b90wt,72401,Craighead County,"W Highland Dr, Jonesboro, AR 72401, USA",35.8207297,-90.7135551
PVC-coated conduit light products NPL1/2X6SA-G,ec3ny9nq,72401,Craighead County,"W Highland Dr, Jonesboro, AR 72401, USA",35.8207297,-90.7135551
PVC-coated conduit light products NPL11/2X4SA-G,ec3ndeue,72401,Craighead County,"W Highland Dr, Jonesboro, AR 72401, USA",35.8207297,-90.7135551
PVC-coated conduit Heavy products LRELL5X36SA-G,ec3fab1d,72401,Craighead County,"W Highland Dr, Jonesboro, AR 72401, USA",35.8207297,-90.7135551
PVC-coated conduit Heavy products LRELL11/2X36SA-G,ec3g3mkg,72401,Craighead County,"W Highland Dr, Jonesboro, AR 72401, USA",35.8207297,-90.7135551
PVC-coated conduit Heavy products LRELL5X30SA-G,ec3ydc6b,72401,Craighead County,"W Highland Dr, Jonesboro, AR 72401, USA",35.8207297,-90.7135551
PVC-coated conduit light products NPL1/2X5SA-G,ec3bepc9,72401,Craighead County,"W Highland Dr, Jonesboro, AR 72401, USA",35.8207297,-90.7135551
PVC-coated conduit light products ELL1/2SA-G,ec3nmyt7,72401,Craighead County,"W Highland Dr, Jonesboro, AR 72401, USA",35.8207297,-90.7135551
PVC-coated conduit light products ELL1SA-G,ec3kbmzq,72401,Craighead County,"W Highland Dr, Jonesboro, AR 72401, USA",35.8207297,-90.7135551
PVC-coated conduit light products NPL3/4X12SA-G,ec3rebcf,72401,Craighead County,"W Highland Dr, Jonesboro, AR 72401, USA",35.8207297,-90.7135551
PVC-coated conduit light products NPL3/4X2SA-G,ec3f8bb9,72401,Craighead County,"W Highland Dr, Jonesboro, AR 72401, USA",35.8207297,-90.7135551
PVC-coated conduit light products NPL3/4X4SA-G,ec3qtj7b,72401,Craighead County,"W Highland Dr, Jonesboro, AR 72401, USA",35.8207297,-90.7135551
300FS100,wapus4ap,72903,Sebastian County,"5473 S Zero St #5431, Fort Smith, AR 72903, USA",35.3274791,-94.374693
"Insulated Metal Roof Deck Panels - RD1 5"", 26 / 26 ga Polyvinyl Chloride Roof membrane",cqdbqe0u,,,,,
"Insulated Metal Roof Deck Panels - RD1, 6"", 22 / 26 ga Thermoplastic Polyolefin roof membrane",cqdfyrdk,,,,,
"Insulated Metal Roof Deck Panels - RD1 8"", 26 / 26 ga Thermoplastic Polyolefin roof membrane",cqdup8dk,,,,,
"Insulated Metal Roof Deck Panels - RD1 8"", 22 / 26 ga Thermoplastic Polyolefin roof membrane",cqd1a46x,,,,,
"Insulated Metal Roof Deck Panels - RD1 6"", 26 / 26 ga Thermoplastic Polyolefin roof membrane",cqdruj4q,,,,,
"Insulated Metal Roof Deck Panels - RD1 6"", 22 / 26 ga Polyvinyl Chloride Roof membrane",cqd6k9nd,,,,,
"Insulated Metal Roof Deck Panels - RD1 5"", 26 / 26 ga Thermoplastic Polyolefin roof membrane",cqdzfkjm,,,,,
"Insulated Metal Roof Deck Panels - RD1 5"", 22 / 26 ga Thermoplastic Polyolefin roof membrane",cqd3buhu,,,,,
"Insulated Metal Roof Deck Panels - RD1 4"", 26 / 26 ga Thermoplastic Polyolefin roof membrane",cqd5xt2t,,,,,
"Insulated Metal Roof Deck Panels - RD1 4"", 26 / 26 ga Polyvinyl Chloride Roof membrane",cqdnsnfp,,,,,
"Insulated Metal Roof Deck Panels - RD1 4"", 22 / 26 ga Polyvinyl Chloride Roof membrane",cqd2mf1p,,,,,
"Insulated Metal Roof Deck Panels - RD1 4"",  22 / 26 ga Thermoplastic Polyolefin roof membrane",cqd7fs67,,,,,
"Insulated Metal Roof Deck Panels - RD1 3"", 26 / 26 ga Thermoplastic Polyolefin roof membrane",cqd91g56,,,,,
"Insulated Metal Roof Deck Panels - RD1 3"", 26 / 26 ga Polyvinyl Chloride Roof membrane",cqdatbzj,,,,,
"Insulated Metal Roof Deck Panels - RD1 3"", 22 / 26 ga Thermoplastic Polyolefin roof membrane",cqdu7ksj,,,,,
"Insulated Metal Roof Deck Panels - RD1 3"", 22 / 26 ga Polyvinyl Chloride Roof membrane",cqd6ndnx,,,,,
"Insulated Metal Roof Deck Panels - RD1 2"", 22 / 26 ga Thermoplastic Polyolefin roof membrane",cqdqwxnw,,,,,
"Insulated Metal Roof Deck Panels - RD1 2.5"", 26/ 26 ga Thermoplastic Polyolefin roof membrane",cqd633r7,,,,,
"Insulated Metal Roof Deck Panels - RD1 2.5"", 26 / 26 ga Polyvinyl Chloride Roof membrane",cqdae8wu,,,,,
"Insulated Metal Roof Deck Panels - RD1 2.5"", 22 / 26 ga Thermoplastic Polyolefin roof membrane",cqd7hx5a,,,,,
"Insulated Metal Roof Deck Panels - RD1 2.5"", 22 / 26 ga Polyvinyl Chloride Roof membrane",cqd8sr2e,,,,,
"Insulated Metal Roof Deck Panels - RD1 2"", 26 / 26 ga Thermoplastic Polyolefin roof membrane",cqdhkr1r,,,,,
"Insulated Metal Roof Deck Panels - RD1 2"", 26 / 26 ga Polyvinyl Chloride Roof membrane",cqdh2d95,,,,,
"Insulated Metal Roof Deck Panels - RD1 8"", 22 / 26 ga Polyvinyl Chloride Roof membrane",cqdsk4d4,,,,,
"Insulated Metal Roof Deck Panels - RD1 8"", 26 / 26 ga Polyvinyl Chloride Roof membrane",cqdu6n97,,,,,
"Insulated Metal Roof Deck Panels - RD1 6"", 26 / 26 ga Polyvinyl Chloride Roof membrane",cqddn7wp,,,,,
