ID,name,gwp,declared_unit,category
ec32sx40,FOAMGLAS® F,1.48 kgCO2e,1.0 kg,Board
ec342dmf,Johns Manville Mineral Wool Insulation Heavy Density Board Product,8.02 kgCO2e,1 m2,Board
ec372uwh,Johns Manville Mineral Wool Insulation Light Density Board Product,2.9 kgCO2e,1 m2,Board
ec3g36js,Neopor® Plus (GPS)  - Type I,1.74 kgCO2e,1 m2,Board
ec3zw6d6,Neopor® Plus (GPS)  - Type II,2.8 kgCO2e,1 m2,Board
ec39xkr0,Neopor® Plus (GPS)  - Type VIII,2.23 kgCO2e,1 m2,Board
ec38bp9n,Neopor® Plus (GPS) - Type IX,3.58 kgCO2e,1 m2,Board
