ID,name,gwp,declared_unit,category
ec3h6jze,Heat-Treated Glass Products,18.5 kgCO2e,1 m2,Processed_Non-insulating_Glass_Panes
ec326nzp,Processed glass products - Low-e,27.6 kgCO2e,1 m2,Processed_Non-insulating_Glass_Panes
ec34xd45,Processed glass products - reflective,26.5 kgCO2e,1 m2,Processed_Non-insulating_Glass_Panes
