uuid,name,gwp,declared_unit,category
45f9ae7074a8453886f3e41dbee1227c,TruFlush Sensor-activated Flushometer (TRF 8156; TRF 8196),27.3 kgCO2e,1 item,Other_Plumbing_Fixtures
