ID,name,gwp,declared_unit,category
ec3je75m,"Acrylic Emulsion Primer (I), Jotun India Private Limited",0.7554342646 kgCO2e,1.0 kg,Paint_By_Mass
ec3rew2s,"Fenomastic Hygiene Emulsion Silk, Jotun India Private Limited",2.455920634 kgCO2e,1.0 kg,Paint_By_Mass
ec37hjfp,"Jotashield ColourLast Matt (I), Jotun India Private Limited",2.738365961 kgCO2e,1.0 kg,Paint_By_Mass
ec3z8ajx,"Jotashield ColourLast Silk (I), Jotun India Private Limited",2.946449893 kgCO2e,1.0 kg,Paint_By_Mass
ec3bdnf5,"Jotashield Tex Ultra AA, Jotun India Private Limited",2.737977674 kgCO2e,1.0 kg,Paint_By_Mass
ec38jfwz,"Jotashield WaterXtreme Basecoat, Jotun India Private Limited",2.38318435 kgCO2e,1.0 kg,Paint_By_Mass
ec36f3tx,"Jotashield WaterXtreme Topcoat, Jotun India Private Limited",2.782866148 kgCO2e,1.0 kg,Paint_By_Mass
ec3h342g,"SteelMaster 600WF, Jotun India Private Limited",3.600884317 kgCO2e,1.0 kg,Paint_By_Mass
ec31cdzw,"Steelmaster 1200WF, Jotun India Private Limited",3.471834481 kgCO2e,1.0 kg,Paint_By_Mass
