ID,name,gwp,declared_unit,category
ec3hmrwn,"Composite Insulators: EP6683-000_CLP-10-CBM20-110-400, EP6684-000_CS-45-CTP-140-450-M",16 kgCO2e,3.33 kg,Unsupported
ec33n7h3,Paralink 300 kN,2.97 kgCO2e,1 m2,Unsupported
ec3ds9j8,PosMAC®,2500 kgCO2e,1 t,Unsupported
ec3fwdpd,"S-P-09209 Aluminum wound, Mineral oil filled Transformer – 8493C",,,Unsupported
